cluster_1_2_t,cluster_1_12_t,cluster_1_24_n,cluster_1_36_n,cluster_1_48_n,cluster_1_60_n,cluster_1_72_n,cluster_1_84_n,cluster_1_96_n,cluster_1_108_n,cluster_1_120_n,cluster_1_132_n,cluster_1_144_n,cluster_1_156_n,cluster_1_168_n,cluster_1_180_n,cluster_1_192_n,cluster_1_204_n,cluster_1_216_n,cluster_1_228_n,cluster_1_240_n,cluster_1_252_n,cluster_1_264_n,cluster_1_276_n,cluster_1_288_n,cluster_1_300_n,cluster_1_312_n,cluster_1_324_n,cluster_1_336_n,cluster_1_348_n,cluster_1_360_n,cluster_1_372_n,cluster_1_384_n,cluster_1_396_n,cluster_1_408_n,cluster_1_420_n,cluster_1_432_n,cluster_1_444_n,cluster_1_456_n,cluster_1_468_n,cluster_1_480_n,cluster_1_492_n,cluster_1_504_n,cluster_1_516_n,cluster_1_528_n,cluster_1_540_n,cluster_1_552_n,cluster_1_564_n,cluster_1_576_n,cluster_1_588_n,cluster_1_600_n,cluster_1_612_n,cluster_1_624_n,cluster_1_636_n,cluster_1_14_t,cluster_1_26_t,cluster_1_38_t,cluster_1_50_t,cluster_1_62_t,cluster_1_74_t,cluster_1_86_t,cluster_1_98_t,cluster_1_110_t,cluster_1_122_t,cluster_1_134_t,cluster_1_146_t,cluster_1_158_t,cluster_1_170_t,cluster_1_182_t,cluster_1_194_t,cluster_1_206_t,cluster_1_218_t,cluster_1_230_t,cluster_1_242_t,cluster_1_254_t,cluster_1_266_t,cluster_1_278_t,cluster_1_290_t,cluster_1_302_t,cluster_1_314_t,cluster_1_326_t,cluster_1_338_t,cluster_1_350_t,cluster_1_362_t,cluster_1_374_t,cluster_1_386_t,cluster_1_398_t,cluster_1_410_t,cluster_1_422_t,cluster_1_434_t,cluster_1_446_t,cluster_1_458_t,cluster_1_470_t,cluster_1_482_t,cluster_1_494_t,cluster_1_506_t,cluster_1_518_t,cluster_1_530_t,cluster_1_542_t,cluster_1_554_t,cluster_1_566_t,cluster_1_578_t,cluster_1_590_t,cluster_1_602_t,cluster_1_614_t,cluster_1_626_t,cluster_1_641_t,top_remarks3
F000123769,4007,1.0,,,,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,=====,LM,,,,,,,　,,,,=====,MC,,,,,,,,　,,,,=====,MC,,=====,SC,,=====,MC,,,,,,,,,,,,,,,,,2025112
F000125494,4007,1.0,,,,1.0,,,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,　,,,=====,LM,,,,,,,　,,,,=====,MC,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,2025117
F000112204,4007,1.0,,,1.0,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,　,,=====,LM,,　,,,,=====,SC,,=====,MC,,,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2025055
F000119448,4007,1.0,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,　,,,,=====,LM,,,,,,　,,,,=====,MC,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,2025087
F000112979,4007,1.0,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,　,,=====,LM,,,,,　,,,,=====,MC,,,,,,,　,,,,=====,MC,,=====,SC,,=====,MC,,,,,,,,,,,,,,,,,,,2025058
F000112988,4007,1.0,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,　,,=====,LM,,,,,　,,,,=====,MC,,,,,,,　,,,,=====,MC,,=====,SC,,=====,MC,,,,,,,,,,,,,,,,,,,2025058
F000112923,4007,1.0,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,　,,=====,LM,,,　,,,,=====,SC,,=====,MC,,,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,,2025057
F000112917,4007,1.0,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,　,,=====,LM,,,　,,,,=====,SC,,=====,MC,,,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,,2025057
F000112122,4007,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,　,,=====,LM,,　,,,,=====,SC,,=====,MC,,,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025053
F000113209,4007,1.0,,,1.0,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,　,,=====,LM,,　,,,,=====,SC,,=====,MC,,,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2025061
F000103522,4007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025018
F000116830,4007,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,=====,L,,,=====,SC,,=====,MC,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025075
F000113794,4007,1.0,,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,,=====,LM,,,,,,　,,,,=====,MC,,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025063
F000117304,4007,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,=====,L,,,=====,SC,,=====,MC,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025077
F000116735,4007,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,=====,L,,,=====,SC,,=====,MC,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025074
F000117281,4007,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,=====,L,,,=====,SC,,=====,MC,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025077
F000103530,4007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025018
F000114012,4007,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,,=====,LM,,,,,,　,,,,=====,SC,,=====,MC,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,2,2025064
F000103531,4007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025018
F000114429,4007,1.0,,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,,=====,LM,,,,,,　,,,,=====,MC,,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025065
F000116559,4007,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,,=====,L,,,,,=====,MC,,,　,,,=====,SC,,=====,MC,,,,,,　,,,,=====,MC,,,,,,,,,,,,,,,,,,,2,2025074
F000103537,4007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025018
F000121831,4007,1.0,,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,,　,,,,=====,LM,,,,,,,　,,,,,=====,MC,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,2025101
F000114805,4007,1.0,,,1.0,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,　,,=====,LM,,,　,,,,=====,SC,,=====,MC,,,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,2,2025066
F000113981,4007,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,,=====,LM,,,,,,　,,,,=====,SC,,=====,MC,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,2,2025064
F000103539,4007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025018
F000103546,4007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025018
F000113158,4007,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,　,,,,=====,LM,,,,,,　,,,,=====,MC,,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,2025061
F000116043,4007,1.0,,,,,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,,=====,LM,,,,,,,　,,,,=====,MC,,,,,,,　,,,,=====,MC,,=====,SC,,=====,MC,,,,,,,,,,,,,,,,,2025072
F000115950,4007,1.0,,,,,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,,=====,LM,,,,,,,　,,,,=====,MC,,,,,,,　,,,,=====,MC,,=====,SC,,=====,MC,,,,,,,,,,,,,,,,,2025072
F000103548,4007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025018
F000103555,4007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025018
F000103564,4007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025018
F000130058,4007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026013
F000103557,4007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025018
F000123375,4007,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,　,,=====,LM,,,=====,SC,,=====,MC,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025108
F000114455,4007,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,　,,=====,LM,,,　,,,,=====,SC,,=====,MC,,,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,2,2025065
F000108282,4007,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,,,=====,L,,,,=====,MC,,,,=====,SC,,=====,MC,,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,2025042
F000103566,4007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025018
F000118243,4007,1.0,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,MC,,,,　,,,,=====,LM,,,,,,,　,,,,,=====,MC,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,2025083
F000103574,4007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025016
F000103575,4007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025016
F000130059,4007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026013
F000103576,4007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025016
F000103583,4007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025017
F000114781,4007,1.0,,,1.0,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,　,,=====,LM,,,　,,,,=====,SC,,=====,MC,,,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,2,2025066
F000130060,4007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026013
F000103584,4007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025017
F000130061,4007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026013
F000103585,4007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025017
F000118451,4007,1.0,,,1.0,,,1.0,,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,　,,=====,LM,,,,,　,,,,=====,MC,,,,,,,　,,,,=====,MC,,=====,SC,,=====,MC,,,,,,,,,,,,,,,,,,,2025084
F000130062,4007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026013
F000103592,4007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025017
F000103593,4007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025017
F000115516,4007,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,,=====,LM,,,,,,　,,,,=====,SC,,=====,MC,,,,,,　,,,,=====,SC,,=====,MC,,,,,,,,,,,,,,,,,,2,2025071
F000118217,4007,1.0,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,MC,,,,　,,,,=====,LM,,,,,,,　,,,,,=====,MC,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,2025083
F000103594,4007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025017
F000114875,4007,1.0,,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,,=====,LM,,,,,,　,,,,=====,MC,,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025067
F000115485,4007,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,,=====,LM,,,,,,　,,,,=====,SC,,=====,MC,,,,,,　,,,,=====,SC,,=====,MC,,,,,,,,,,,,,,,,,,2,2025071
F000103601,4007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025017
F000115262,4007,1.0,,,1.0,,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,=====,L,,,=====,SC,,=====,MC,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2025067
F000115671,4007,1.0,,,,,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,,=====,LM,,,,,,,　,,,,=====,MC,,,,,,,　,,,,=====,MC,,=====,SC,,=====,MC,,,,,,,,,,,,,,,,,2025071
F000115857,4007,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,,=====,LM,,,,,,　,,,,=====,SC,,=====,MC,,,,,,　,,,,=====,SC,,=====,MC,,,,,,,,,,,,,,,,,,2,2025072
F000115018,4007,1.0,,,,1.0,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,　,,,=====,LM,,,,,,　,,,,=====,MC,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,,2025068
F000103602,4007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025017
F000103603,4007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025017
F000116435,4007,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,,=====,L,,,,,=====,MC,,,　,,,=====,SC,,=====,MC,,,,,,　,,,,=====,MC,,,,,,,,,,,,,,,,,,,2,2025074
F000116497,4007,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,,=====,L,,,,,=====,MC,,,　,,,=====,SC,,=====,MC,,,,,,　,,,,=====,MC,,,,,,,,,,,,,,,,,,,2,2025074
F000116466,4007,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,,=====,L,,,,,=====,MC,,,　,,,=====,SC,,=====,MC,,,,,,　,,,,=====,MC,,,,,,,,,,,,,,,,,,,2,2025074
F000116528,4007,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,,=====,L,,,,,=====,MC,,,　,,,=====,SC,,=====,MC,,,,,,　,,,,=====,MC,,,,,,,,,,,,,,,,,,,,2025074
F000117146,4007,1.0,,,1.0,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,　,,,,=====,LM,,,,,,　,,,,=====,MC,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,,2025076
F000123679,4007,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,=====,LM,,,,,,,　,,,,=====,MC,,,,,,,,　,,,,=====,MC,,=====,SC,,=====,MC,,,,,,,,,,,,,,,,,2025112
F000123627,4007,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,=====,L,,,=====,SC,,=====,MC,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025111
F000117716,4007,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,=====,L,,,=====,SC,,=====,MC,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025081
F000123861,4007,1.0,,,,,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,,=====,LM,,,,,,,　,,,,=====,MC,,,,,,,　,,,,=====,MC,,,,,,,,,,,,,,,,,,,,,,,2025113
F000103610,4007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025017
F000123604,4007,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,=====,L,,,=====,SC,,=====,MC,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025111
F000123650,4007,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,=====,L,,,=====,SC,,=====,MC,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025111
F000123709,4007,1.0,,,,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,=====,LM,,,,,,,　,,,,=====,MC,,,,,,,,　,,,,=====,MC,,=====,SC,,=====,MC,,,,,,,,,,,,,,,,,2025112
F000117693,4007,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,=====,L,,,=====,SC,,=====,MC,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025081
F000117667,4007,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,,,=====,SC,,=====,MC,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025078
F000116910,4007,1.0,,,,1.0,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,　,,=====,LM,,,　,,,,=====,SC,,=====,MC,,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,,2025075
F000123739,4007,1.0,,,,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,=====,LM,,,,,,,　,,,,=====,MC,,,,,,,,　,,,,=====,MC,,=====,SC,,=====,MC,,,,,,,,,,,,,,,,,2025112
F000103611,4007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025017
F000123921,4007,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,,=====,LM,,,,,,,　,,,,=====,MC,,,,,,,　,,,,=====,MC,,,,,,,,,,,,,,,,,,,,,,,2025113
F000124017,4007,1.0,,,1.0,,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,MC,,,　,,=====,LM,,,,,,　,,,,=====,SC,,=====,MC,,,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,2,2025113
F000124090,4007,1.0,,,,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,=====,LM,,,,,,,　,,,,=====,MC,,,,,,,,　,,,,=====,MC,,=====,SC,,=====,MC,,,,,,,,,,,,,,,,,2025114
F000124035,4007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025113
F000123082,4007,1.0,,,1.0,,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,=====,L,,,=====,SC,,=====,MC,,,,,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025107
F000124053,4007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025113
F000124150,4007,1.0,,,,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,=====,LM,,,,,,,　,,,,=====,MC,,,,,,,,　,,,,=====,MC,,=====,SC,,=====,MC,,,,,,,,,,,,,,,,,2025114
F000124210,4007,1.0,,,,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,=====,LM,,,,,,,　,,,,=====,MC,,,,,,,,　,,,,=====,MC,,=====,SC,,=====,MC,,,,,,,,,,,,,,,,,2025114
F000118604,4007,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MC,,,,=====,LM,,,,,,,　,,,,=====,SC,,=====,MC,,,,,　,,,,=====,SC,,=====,MC,,,,,,,,,,,,,,,,,,,2,2025085
F000129170,4007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026012
