No.,記入日,記入者,発注部番（数字・ｶﾀｶﾅは半角）,品名（数字・ｶﾀｶﾅは半角）,個数,単価,納期（必須）,工具受領日,業者コード,業者名略称,合計金額,備考,注文書発行日,注文番号,検収日,部品注文番号／組立番号／製作依頼番号,完成部番,比率（分子（素材））,比率（分母（完成部番））,備考
647,9/15,万代,PT-SK3-6.5X50X390,SK3-6.5X50X390 4F2G,2,"3,800",2023/9/21,済,3083,双葉電子工業株式会社,"7,600",9/15万代殿メール,2023/9/15,E7523883,2023/9/28,23C12-01 ,YCF-157AB,10 ,1 ,1枚で10個取り
648,9/22,万代,PT-SKD11-10X55X390,SKD11-10X55X390 4F2G,1,"6,300",2023/10/2,済,3083,双葉電子工業株式会社,"6,300",9/22万代殿メール,2023/9/25,E7541334,2023/10/12,CMR-23101,TS-5542DA,50 ,1 ,1枚で50個取り
649,9/26,万代,PT-SK3-5.8X55X390,SK3-5.8X55X390 4F2G,4,"4,600",2023/10/3,済,3083,双葉電子工業株式会社,"18,400",9/26万代殿メール,2023/9/27,E7547821,2023/10/12,"PE-2461806,2464406",YCF-172AA,15 ,1 ,1枚で15個取り
650,9/26,万代,PT-SK3-4.5X80X390,SK3-4.5X80X390 4F2G,8,"4,830",2023/10/3,済,3083,双葉電子工業株式会社,"38,640",9/26万代殿メール,2023/9/27,E7547822,2023/10/12,12/3次 23SKM105,YS65-26401AA34,6 ,1 ,1枚で6個取り
651,9/29,阪本,PT-S50C-14X37X150,S50C-14X37X150 6F,1,645,2023/10/4,済,3083,双葉電子工業株式会社,645,9/29阪本殿メール,2023/10/2,E7561552,2023/10/12,12/3次 23SKM105,ES66-00209CA34,,,
652,10/3,阪本,PT-SS400-9X50X100,SS400-9X50X100 6F,1,634,2023/10/6,済,3083,双葉電子工業株式会社,634,10/3阪本殿メール,2023/10/3,E7567326,2023/10/17,12/3次 23SKM105,DS61-03001RB,,,
653,10/3,阪本,PT-SS400-9X9X67,SS400-9X9X67 6F,2,850,2023/10/6,済,3083,双葉電子工業株式会社,"1,700",10/3阪本殿メール,2023/10/3,E7567327,2023/10/17,10月コンバーション,E-524HA,,,
654,10/3,万代,PT-SK3-6.5X40X390,SK3-6.5X40X390 4F2G,7,"3,750",2023/10/12,済,3083,双葉電子工業株式会社,"26,250",10/4万代殿メール,2023/10/4,E7572440,2023/10/17,12/2次 23DKM032,YCF-154KC,14 ,1 ,1枚で14個取り
655,10/3,万代,PT-SK3-8X45X390,SK3-8X45X390 4F2G,3,"3,880",2023/10/12,済,3083,双葉電子工業株式会社,"11,640",10/4万代殿メール,2023/10/4,E7572441,2023/10/17,CMR-23101,"TS-5527CA,DA",16 ,1 ,1枚で16個取り
656,10/10,阪本,PT-A2017-10.7X180X256,A2017-10.7X180X256 6F,10,"4,900",2023/10/16,済,3083,双葉電子工業株式会社,"49,000",,2023/10/10,E7586359,2023/10/31,CMR-23119,TS-5530FA,,,
657,10/10,阪本,PT-A2017-4.5X180X256,A2017-4.5X180X256 6F,6,"4,890",2023/10/16,済,3083,双葉電子工業株式会社,"29,340",,2023/10/10,E7586360,2023/10/31,CMR-23119,TS-5530BA,,,
658,10/10,万代,PT-SK3-8X50X390,SK3-8X50X390 6F,5,"2,780",2023/10/16,済,3083,双葉電子工業株式会社,"13,900",,2023/10/10,E7586361,2023/10/31,PE-2464602,YS65-04301AB,5 ,1 ,1枚で5個取り
659,10/16,阪本,PT-SKD11-20X65X400,SKD11-20X65X400 6F,4,"6,750",2023/10/19,済,3083,双葉電子工業株式会社,"27,000",,2023/10/17,E7607835,2023/10/31,"1月計画 23DKA035, 036",1151-420AA48,,,
660,10/25,万代,PT-YS65-26401AA34,PT-YS65-26401AA34,48,400,2023/11/2,済,3614,（株）ogaki works,"19,200",,2023/10/25,E7628974,2023/11/10,23SKM105,YS65-26401AA34,,,加工済ヤーンキャリアの仕上研磨加工代です。
661,10/26,万代,PT-SK3-6.5X50X390,SK3-6.5X50X390 4F2G,2,"3,825",2023/11/2,済,3083,双葉電子工業株式会社,"7,650",,2023/10/27,E7633134,2023/11/10,23C12-01 ,YCF-157AB,10 ,1 ,1枚で10個取り
662,10/26,万代,PT-SK3-5.7X43X390,SK3-5.7X43X390 4F2G,7,"3,630",2023/11/2,済,3083,双葉電子工業株式会社,"25,410",,2023/10/27,E7633135,2023/11/10,PJ-0539401,YCF-116ZA,17 ,1 ,1枚で17個取り
663,11/1,阪本,PT-S50C-32X150X300,S50C-32X150X300 6F,1,"4,900",2023/11/7,済,3083,双葉電子工業株式会社,"4,900",,2023/11/2,E7652852,2023/11/15,CMR-23111,KS91-00823EA,,,
664,11/2,阪本,PT-NAK55-9X40X103,NAK55-9X40X103 6F,1,"1,490",2023/11/9,済,3045,大同DMソリューション,"1,490",,2023/11/2,E7653000,2023/11/15,CMR-23131,SPL-2946-01BA,,,
665,11/2,阪本,PT-NAK55-9X40X82,NAK55-9X40X82 6F,1,"1,280",2023/11/9,済,3045,大同DMソリューション,"1,280",,2023/11/2,E7653001,2023/11/15,CMR-23131,SPL-2946-01CA,,,
666,11/2,阪本,PT-NAK55-16X30X35,NAK55-16X30X35 6F,2,"1,000",2023/11/9,済,3045,大同DMソリューション,"2,000",,2023/11/2,E7653002,2023/11/15,CMR-23131,SPL-2946-02BA,,,
667,11/2,阪本,PT-SS400-9X12X30,SS400-9X12X30 6F,4,840,2023/11/9,済,3045,大同DMソリューション,"3,360",,2023/11/2,E7653003,2023/11/15,CMR-23131,SPL-2946-03BA,,,
668,11/2,阪本,PT-SS400-4.5X30X30,SS400-4.5X30X30 6F,2,980,2023/11/9,済,3045,大同DMソリューション,"1,960",,2023/11/2,E7653004,2023/11/15,CMR-23131,SPL-2946-04AA,,,
669,11/2,阪本,PT-SS400-6X30X35,SS400-6X30X35 6F,2,790,2023/11/9,済,3045,大同DMソリューション,"1,580",,2023/11/2,E7653005,2023/11/15,CMR-23131,SPL-2946-05AA,,,
670,11/2,阪本,PT-NAK55-9X100X160,NAK55-9X100X160 6F,2,"4,200",2023/11/9,済,3045,大同DMソリューション,"8,400",,2023/11/2,E7653006,2023/11/15,CMR-23131,SPL-2946-06AA,,,
671,11/7,阪本,PT-SS400-28X28X75,SS400-28X28X75 6F,2,630,2023/11/10,済,3083,双葉電子工業株式会社,"1,260",,2023/11/8,E7668634,2023/11/21,CMR-23115,"SPL-2249CA, CB",,,
672,11/7,阪本,PT-SKD11-10.9X200X200,SKD11-10.9X200X200 6F,10,"5,624",2023/11/10,済,3083,双葉電子工業株式会社,"56,240",,2023/11/8,E7668636,2023/11/21,"23SKM109, 24DKB011,012,033,034","KD64-01627CB,HA",,,
673,11/7,阪本,PT-SKD11-13.9X200X200,SKD11-13.9X200X200 6F,8,"6,148",2023/11/10,済,3083,双葉電子工業株式会社,"49,184",,2023/11/8,E7668637,2023/11/21,"23SKM109, 24DKB011,012,033,034","KD64-01627CB,HA",,,
674,11/7,阪本,PT-SKD11-19.9X200X200,SKD11-19.9X200X200 6F,6,"7,717",2023/11/10,済,3083,双葉電子工業株式会社,"46,302",,2023/11/8,E7668638,2023/11/21,"23SKM109, 24DKB011,012,033,034","KD64-01627CB,HA",,,
675,11/7,阪本,PT-TS-4668TA-01AB,TS-4668TA-01AB,6,"1,870",2023/12/8,済,1978,山村工作所,"11,220",,2023/11/8,E7668639,2023/12/12,"23SKM109, 24DKB011,012,033,034","KD64-01627CB,HA",,,
676,11/7,阪本,PT-TS-4668TA-01BB,TS-4668TA-01BB,2,"2,860",2023/12/8,済,1978,山村工作所,"5,720",,2023/11/8,E7668640,2023/12/12,"23SKM109, 24DKB011,012,033,034","KD64-01627CB,HA",,,
677,11/7,阪本,PT-TS-4668VA-01AB,TS-4668VA-01AB,4,"2,310",2023/12/8,済,1978,山村工作所,"9,240",,2023/11/8,E7668641,2023/12/12,"23SKM109, 24DKB011,012,033,034","KD64-01627CB,HA",,,
678,11/7,阪本,PT-TS-4668VA-01BB,TS-4668VA-01BB,2,"3,520",2023/12/8,済,1978,山村工作所,"7,040",,2023/11/8,E7668642,2023/12/12,"23SKM109, 24DKB011,012,033,034","KD64-01627CB,HA",,,
679,11/7,阪本,PT-TS-4668ZA-01AB,TS-4668ZA-01AB,8,"1,870",2023/12/8,済,1978,山村工作所,"14,960",,2023/11/8,E7668643,2023/12/12,"23SKM109, 24DKB011,012,033,034","KD64-01627CB,HA",,,
680,11/7,阪本,PT-TS-4668ZA-01BB,TS-4668ZA-01BB,2,"2,860",2023/12/8,済,1978,山村工作所,"5,720",,2023/11/8,E7668644,2023/12/12,"23SKM109, 24DKB011,012,033,034","KD64-01627CB,HA",,,
681,11/7,阪本,PT-SKD11-23X200X200,SKD11-23X200X200 6F,3,"9,300",2023/11/10,済,3083,双葉電子工業株式会社,"27,900",,2023/11/8,E7668645,2023/11/21,"23SKM109, 24DKB011,012,033,034",KS64-01308EA,,,
682,11/8,阪本,PT-SKD11-20X20.5X30,SKD11-20X20.5X30 6F,10,812,2023/11/13,済,3083,双葉電子工業株式会社,"8,120",,2023/11/8,E7668635,2023/11/21,PJ-0544608,K-11101B39,,,
683,11/15,阪本,PT-SS400-30X30X108,SS400-30X30X108 6F,2,750,2023/11/20,済,3083,双葉電子工業株式会社,"1,500",,2023/11/15,E7686813,2023/11/28,PE-2470902,G-2936AA,,,
684,12/4,万代,PT-SK3-8.5X60X390,SK3-8.5X60X390 4F2G,2,"6,330",2023/12/6,済,3315,京阪プレート,"12,660",,2023/12/4,E7733335,2023/12/21,PJ-0543504,YCF-175BA,16 ,1 ,1枚で16個取り
685,12/11,阪本,PT-A2017-10.7X180X256,A2017-10.7X180X256 6F,8,"4,610",2023/12/18,済,3083,双葉電子工業株式会社,"36,880",,2023/12/11,E7750359,2023/12/25,CMR-23156,TS-5530FA,,,
686,12/11,阪本,PT-A2017-4.5X180X256,A2017-4.5X180X256 6F,6,"4,600",2023/12/18,済,3083,双葉電子工業株式会社,"27,600",,2023/12/11,E7750360,2023/12/25,CMR-23156,TS-5530BA,,,
687,12/18,植木,PT-SS400-16X16X75,SS400-16X16X75 6F 4-C3,2,515,2023/12/20,済,3083,双葉電子工業株式会社,"1,030",,2023/12/18,E7776952,2023/12/28,PF-9363605,SPL-2955AA,,,
688,1/15,阪本,PT-SS400-12X18X74,SS400-12X18X74 6F,1,521,2024/1/18,済,3083,双葉電子工業株式会社,521,,2024/1/15,E7856444,2024/1/29,CMR-24005,TS-5553CA,,,
689,1/15,阪本,PT-SS400-16X36X53,SS400-16X36X53 6F,1,501,2024/1/18,済,3083,双葉電子工業株式会社,501,,2024/1/15,E7856445,2024/1/29,CMR-24005,TS-5553DA,,,
690,1/15,阪本,PT-SS400-6X6X9,SS400-6X6X9 6F,1,900,2024/1/18,済,3083,双葉電子工業株式会社,900,,2024/1/15,E7856446,2024/1/29,CMR-24005,TS-5553EA,,,
691,1/15,阪本,PT-SS400-3.2X18X42,SS400-3.2X18X42 6F,1,690,2024/1/18,済,3083,双葉電子工業株式会社,690,,2024/1/15,E7856447,2024/1/29,CMR-24005,TS-5553FA,,,
692,1/16,万代,PT-SK3-4X85X390,SK3-4X85X390 2G 4F,6,"5,080",2024/1/23,済,3083,双葉電子工業株式会社,"30,480",,2024/1/16,E7861597,2024/1/29,PJ-0551801,YS65-00101CC30,9 ,1 ,1枚で9個取り
693,1/23,万代,PT-SK3-8X50X390,SK3-8X50X390 6F,2,"2,900",2024/1/26,済,3083,双葉電子工業株式会社,"5,800",,2024/1/24,E7890849,2024/1/31,PE-2478203,YS65-04301AB,5 ,1 ,1枚で5個取り
694,2/19,阪本,PT-SS400-16X33X70,SS400-16X33X70 6F,1,680,2024/2/21,済,3315,京阪プレート,680,,2024/2/20,E7966440,2024/2/29,CMR-24027,TS-5553CB,,,
695,2/26,万代,PT-SK3-9X50X390,SK3-9X50X390 2G 4F,2,"4,520",2024/3/4,済,3083,双葉電子工業株式会社,"9,040",,2024/2/26,E7980711,2024/3/21,PF-9366636,YCF-175AA,11 ,1 ,1枚で11個取り
696,3/8,万代,PT-SK3-7X50X390,SK3-7X50X390 4F2G,5,"3,900",2024/3/14,済,3083,双葉電子工業株式会社,"19,500",,2024/3/8,E8011975,2024/3/27,PE-2482101,SPL-2937AA,14 ,1 ,1枚で14個取り
697,3/12,阪本,PT-SKD11-30X20X20.5,SKD11-30X20X20.5 6F,20,"1,130",2024/3/15,済,3315,京阪プレート,"22,600",,2024/3/12,E8021354,2024/3/27,"PE-2482705,-2482702,-2482704,-2482708","K-11101B9,B21,B22,B24",,,
698,3/12,万代,PT-SK3-4.5X80X390,SK3-4.5X80X390 2G 4F,14,"4,650",2024/3/14,済,3083,双葉電子工業株式会社,"65,100",,2024/3/13,E8021390,2024/3/27,CMR-24046,TS-5560AA34,6 ,1 ,1枚で6個取り
699,3/19,阪本,PT-FC200-20X40X165,FC200-20X40X165 6F,1,"1,910",2024/3/26,済,1130,（株）阪神メタリックス,"1,910",,2024/3/19,E8039986,2024/4/2,PE-2484504,00-1107EA,,,
700,3/28,万代,PT-SK3-5.7X43X390,SK3-5.7X43X390 4F2G,5,"3,700",2024/4/2,済,3083,双葉電子工業株式会社,"18,500",,2024/3/28,E8053482,2024/4/15,6/4次 24DKF034,YCF-116ZA,17 ,1 ,1枚で17個取り
701,3/28,阪本,PT-SKD11-19.9X200X200,SKD11-19.9X200X200 6F,6,"7,500",2024/4/2,済,3083,双葉電子工業株式会社,"45,000",,2024/3/28,E8053490,2024/4/15,"6月生産機 24SKF101,102,103,104","KD64-01627BB, GA",,,
702,3/28,阪本,PT-TS-4668VA-01AB,TS-4668VA-01AB,4,"2,310",2024/4/30,済,1978,山村工作所,"9,240",,2024/3/28,E8053494,2024/5/1,"6月生産機 24SKF101,102,103,104","KD64-01627BB, GA",,,
703,3/28,阪本,PT-TS-4668VA-01BB,TS-4668VA-01BB,2,"3,520",2024/4/30,済,1978,山村工作所,"7,040",,2024/3/28,E8053495,2024/5/1,"6月生産機 24SKF101,102,103,104","KD64-01627BB, GA",,,
704,4/2,万代,PT-TS-5560AA34,PT-TS-5560AA34,80,400,2024/4/17,済,3614,（株）ogaki works,"32,000",,2024/4/4,E8069681,2024/4/18,CMR-24046,TS-5560AA34,,,加工済ヤーンキャリアの仕上研磨加工代です。
705,4/4,阪本,PT-SS400-19X105X230,SS400-19X105X230 6F,4,"1,861",2024/4/9,済,3083,双葉電子工業株式会社,"7,444",,2024/4/4,E8069761,2024/4/18,5/5次 OD6C出荷用ブロック,1931-111FA,,,
706,4/9,万代,PT-SK3-6.5X50X390,SK3-6.5X50X390 4F2G,3,"4,000",2024/4/15,済,3083,双葉電子工業株式会社,"12,000",,2024/4/9,E8081242,2024/4/26,"7/7次 24DKG001,002",YCF-157AB,10 ,1 ,1枚で10個取り
707,4/10,万代,PT-SKD11-8.5X17X390,SKD11-8.5X17X390 両面研磨,3,"4,540",2024/4/15,済,3076,藤巻鋼材大阪株式会社,"13,620",,2024/4/10,E8081426,2024/4/22,CMR-24057,3562-516AB34,14 ,1 ,1枚で14個取り
708,4/10,阪本,PT-SS400-Φ30X1000,SS400-Φ30X1000,1,"3,180",2024/4/17,済,3412,まや鋼業,"3,180",,2024/4/11,E8085794,2024/4/26,CMR-24058,TS-5544-01AB,,,
709,4/10,阪本,PT-SS400-Φ20X1000,SS400-Φ20X1000,1,"1,490",2024/4/17,済,3412,まや鋼業,"1,490",,2024/4/11,E8085795,2024/4/26,CMR-24058,TS-5494RA,,,
710,4/10,阪本,PT-SUS303-Φ15X1000,SUS303-Φ15X1000,1,"3,010",2024/4/17,済,3412,まや鋼業,"3,010",,2024/4/11,E8085796,2024/4/26,CMR-24058,TS-5494LB,,,
711,4/15,万代,PT-SK3-5.2X45X390,SK3-5.2X45X390 4F2G,5,"3,600",2024/4/19,済,3083,双葉電子工業株式会社,"18,000",,2024/4/16,E8090147,2024/4/30,"6/8次 24DKF048,F049,F050,F051",YCF-117C,17 ,1 ,1枚で17個取り
712,4/17,万代,PT-SK3-6.5X50X390,SK3-6.5X50X390 4F2G,12,"3,700",2024/4/23,済,3083,双葉電子工業株式会社,"44,400",,2024/4/17,E8095072,2024/5/2,"24C06-06,07,08 24C07-04～10",YCF-137NA,12 ,1 ,1枚で12個取り
713,4/26,阪本,PT-SS400-16X284X945,SS400-16X284X945 6F,4,"16,100",2024/5/7,済,3083,双葉電子工業株式会社,"64,400",,2024/4/26,E8112964,2024/5/27,購買課寺山さん依頼,"1151-204BA,-205BA",,,
714,4/26,阪本,PT-SS400-19X284X334,SS400-19X284X334 6F,2,"5,800",2024/5/7,済,3083,双葉電子工業株式会社,"11,600",,2024/4/26,E8112965,2024/5/27,購買課寺山さん依頼,1151-208AA0280,,,
715,4/30,阪本,PT-S45C-Φ12X1000,S45C-Φ12X1000,1,610,2024/5/7,済,3412,まや鋼業,610,,2024/4/30,E8116670,2024/5/14,部品注文PE-2490119,"KD91-00105AA,BA",,,
716,5/1,阪本,PT-FC250-Φ80X150,FC250-Φ80X150,1,"3,230",2024/5/7,済,3076,藤巻鋼材大阪株式会社,"3,230",,2024/5/1,E8120128,2024/5/27,"7/7次 24DKG001,002",13-442AA12,,,
717,5/14,阪本,PT-SS400-12X71X76.5,SS400-12X71X76.5 6F 4-C1,1,830,2024/5/17,済,3315,京阪プレート,830,,2024/5/14,E8137309,2024/5/27,CMR-24079,KF20-10801AA,,,
718,5/14,阪本,PT-SS400-7.4X16X110,SS400-7.4X16X110 6F 4-C1,1,780,2024/5/17,済,3315,京阪プレート,780,,2024/5/14,E8137310,2024/5/27,CMR-24079,KF20-10804AA,,,
719,5/20,万代,PT-SK3-5.8X55X390,SK3-5.8X55X390 4F2G,4,"4,600",2024/5/23,済,3083,双葉電子工業株式会社,"18,400",,2024/5/22,E8141830,2024/5/29,PE-2492002,YCF-172AA,15 ,1 ,1枚で15個取り
720,5/30,万代,PT-SK3-8X50X390,SK3-8X50X390 6F,9,"2,900",2024/6/4,済,3083,双葉電子工業株式会社,"26,100",,2024/6/3,E8156714,2024/6/13,PE-2490601,YCM-258B,5 ,1 ,1枚で5個取り
721,5/30,万代,PT-SK3-9X50X390,SK3-9X50X390 2G 4F,3,"4,600",2024/6/4,済,3083,双葉電子工業株式会社,"13,800",,2024/6/3,E8156715,2024/6/13,PE-2492102,YCF-175AA,11 ,1 ,1枚で11個取り
722,6/3,阪本,PT-S50C-38X150X300,S50C-38X150X300 6F,1,"5,531",2024/6/5,済,3083,双葉電子工業株式会社,"5,531",,2024/6/3,E8156786,2024/6/13,7/8次 24SKG103,KS91-00823CB,,,
723,6/4,阪本,PT-FC250-90X56X51,FC250-90X56X51 6F,2,"2,390",2024/6/5,済,3076,藤巻鋼材大阪株式会社,"4,780",,2024/6/4,E8156872,2024/6/19,"8/6次 M-LEC6F 24""",1355-420AA,,,
724,6/5,吉井,PT-SK3-7X50X390,SK3-7X50X390 4F2G,6,"3,940",2024/6/7,済,3083,双葉電子工業株式会社,"23,640",,2024/6/6,E8163718,2024/6/19,PE-2493717-19,SPL-2937AA,14 ,1 ,1枚で14個取り
725,6/5,吉井,PT-SK3-8.5X60X390,SK3-8.5X60X390 4F2G,2,"5,590",2024/6/10,済,3076,藤巻鋼材大阪株式会社,"11,180",,2024/6/6,E8163717,2024/6/19,PJ-0570617,YCF-175BA,16 ,1 ,1枚で16個取り
726,6/6,森野,PT-SK3-5.8X55X390,SK3-5.8X55X390 4F2G,2,"4,600",2024/6/10,済,3083,双葉電子工業株式会社,"9,200",,2024/6/6,E8163716,2024/6/19,PE-2492209,YCF-172AA,15 ,1 ,1枚で15個取り
727,6/17,阪本,PT-S50C-32X150X300,S50C-32X150X300 6F,1,"6,570",2024/6/19,済,3315,京阪プレート,"6,570",,2024/6/17,E8184236,2024/6/28,PE-2495423,KS91-00823EA,,,
728,6/17,阪本,PT-SS400-8X36X53,SS400-8X36X53 6F,2,660,2024/6/19,済,3315,京阪プレート,"1,320",,2024/6/17,E8184237,2024/6/28,PE-2495422,KS91-03101DA,,,
729,6/17,阪本,PT-S50C-22X120X230,S50C-22X120X200 6F 4-C1,1,"3,270",2024/6/19,済,3315,京阪プレート,"3,270",,2024/6/17,E8184238,2024/6/28,9/3次　24SKJ108,KS91-00301EA30,,,
730,7/5,阪本,PT-S50C-35X50.5X63,S50C-35X50.5X63 6F,1,854,2024/7/10,済,3083,双葉電子工業株式会社,854,,2024/7/8,E8216724,2024/7/22,CMR-24105,KD91-00302KA30,,,
731,7/10,植木,PT-SKD11-20X20.5X30,SKD11-20X20.5X30 6F,10,901,2024/7/11,済,3083,双葉電子工業株式会社,"9,010",,2024/7/10,E8220615,2024/7/31,"PM-5085202,PM-5085203","K-11101B22,K-11101B23",,,
732,7/17,吉井,PT-SK3-8X50X390,SK3-8X50X390 6F,8,"3,050",2024/7/18,済,3083,双葉電子工業株式会社,"24,400",,2024/7/18,E8224414,2024/7/31,PE-2490601,YCM-258B,5 ,1 ,1枚で5個取り　加工失敗したため
733,8/2,阪本,PT-SS400-16X75X125,SS400-16X75X125 6F 4-C5,1,900,2024/8/5,済,3083,双葉電子工業株式会社,900,,2024/8/5,E8248425,2024/8/21,CMR-24122,KF44-00801AA,,,
734,8/6,吉井,PT-SK3-7.5X45X390,SK3-7.5X45X390 4F2G,3,"4,230",2024/8/7,済,3083,双葉電子工業株式会社,"12,690",,2024/8/6,E8248815,2024/8/21,10/7次 24DKK037,YCF-134WA,17 ,1 ,1枚で17個取り
735,8/20,阪本,PT-NAK55-9X40X103,NAK55-9X40X103 6F,1,"2,000",2024/8/23,済,3315,京阪プレート,"2,000",,2024/8/20,E8269385,2024/8/29,CMR-24125,SPL-2946-01BA,,,
736,8/20,阪本,PT-NAK55-9X40X82,NAK55-9X40X82 6F,2,"1,780",2024/8/23,済,3315,京阪プレート,"3,560",,2024/8/20,E8269386,2024/8/29,CMR-24125,SPL-2946-01CA,,,
737,8/28,吉井,PT-SKD11-14X38X97,SKD11-14X38X97 6F,2,"1,530",2024/8/28,済,3083,双葉電子工業株式会社,"3,060",,2024/8/28,E8284850,2024/8/30,CMR-24118,"KS91-05401AA26,KS91-05401AA30",2 ,1 ,1枚で2個取り
738,9/4,阪本,PT-SKD11-9.6X18.5X50,SKD11-9.6X18.5X50 6F,1,"1,070",2024/9/10,済,3083,双葉電子工業株式会社,"1,070",,2024/9/5,E8299231,2024/9/24,PF-9375308,00-1090EB34,,,
739,9/4,阪本,PT-SS400-16X26X74,SS400-16X26X74 6F,1,550,2024/9/10,済,3083,双葉電子工業株式会社,550,,2024/9/5,E8299232,2024/9/24,PJ-0581609,KD91-01103BA,,,
740,9/4,阪本,PT-S50C-12X20X26.5,S50C-12X20X26.5 6F,1,658,2024/9/10,済,3083,双葉電子工業株式会社,658,,2024/9/5,E8299233,2024/9/24,PJ-0581609,KS91-00703CA,,,
741,9/4,阪本,PT-SS400-6X25X34,SS400-6X25X34 6F,4,705,2024/9/10,済,3083,双葉電子工業株式会社,"2,820",,2024/9/5,E8299234,2024/9/24,CMR-24135,2172-276CA,,,
742,9/4,阪本,PT-SKD11-20X65X400,SKD11-20X65X400 6F,6,"7,121",2024/9/10,済,3083,双葉電子工業株式会社,"42,726",,2024/9/5,E8299235,2024/9/24,"24DKM024,025,026,027",1151-420AA48,,,
743,9/6,阪本,PT-S50C-12X158X310,S50C-12X158X310 6F 4-C2 4-C1,2,"2,771",2024/9/11,済,3083,双葉電子工業株式会社,"5,542",,2024/9/6,E8303680,2024/9/24,10/8次 24DKK038 MAD-6ER11,KF20-08501CA,,,
744,9/6,阪本,PT-S50C-12X115X158,S50C-12X115X158 6F 8-C1,4,"1,277",2024/9/11,済,3083,双葉電子工業株式会社,"5,108",,2024/9/6,E8303681,2024/9/24,10/8次 24DKK038 MAD-6ER11,KF20-08501DA,,,
745,9/6,阪本,PT-S50C-16X22X145,S50C-16X22X145 6F 4-C2 4-C1,8,658,2024/9/11,済,3083,双葉電子工業株式会社,"5,264",,2024/9/6,E8303682,2024/9/24,10/8次 24DKK038 MAD-6ER11,KF20-08514BA,,,
746,9/17,吉井,PT-SK3-8X45X390,SK3-8X45X390 4F2G,4,"4,120",2024/9/19,済,3083,双葉電子工業株式会社,"16,480",,2024/9/17,E8319651,2024/9/30,24C11-01,"YCF-135VA,YCF-135WA",16 ,1 ,1枚で16個取り
747,9/19,植木,PT-SLD-19X65X34,SLD-19X65X34,40,420,2024/9/24,済,3641,株式会社プロテリアル特殊鋼,"16,800",,2024/9/20,E8328544,2024/9/30,11/2 DKM007,6210-507AB34,,,
748,10/1,阪本,PT-FC250-19.5X62.6X121,FC250-19.5X62.6X121 6F,2,"2,180",2024/10/7,済,3076,藤巻鋼材大阪株式会社,"4,360",,2024/10/1,E8340979,2024/10/16,CMR-24114,TS-5477GCD,,,
749,10/1,阪本,PT-FC250-51X71X127,FC250-51X71X127 6F,2,"4,050",2024/10/7,済,3076,藤巻鋼材大阪株式会社,"8,100",,2024/10/1,E8340980,2024/10/16,CMR-24141,TS-5574BA30,,,
750,10/2,阪本,PT-SS400-12X78X87,SS400-12X78X87 6F 2-C5,1,684,2024/10/7,済,3083,双葉電子工業株式会社,684,,2024/10/3,E8345903,2024/10/24,10/7次　24DKK036,KF20-01305CB,,,
751,10/7,阪本,PT-S50C-22X44X400,S50C-22X44X400 6F,3,"2,351",2024/10/10,済,3083,双葉電子工業株式会社,"7,053",,2024/10/9,E8349593,2024/10/24,12/6次～4月計画 E2.4R,1355-417AA,,,
752,10/7,阪本,PT-S50C-13X30X400,S50C-13X30X400 6F,4,"1,597",2024/10/10,済,3083,双葉電子工業株式会社,"6,388",,2024/10/9,E8349594,2024/10/24,12/2次 24DKM007,ED51-00302AC,,,
753,10/7,阪本,PT-SS400-8X30X70,SS400-8X30X70 6F,22,590,2024/10/8,済,3083,双葉電子工業株式会社,"12,980",,2024/10/9,E8349595,2024/10/24,12/6次～4月計画 E2.4R,DC-1117PA,,,
754,10/18,阪本,PT-POM-4X40X100,POM-4X40X100 6F,1,"3,050",2024/10/28,済,3315,京阪プレート,"3,050",,2024/10/18,E8362968,2024/10/31,CMR-24150,KF12-02405AA,,,
755,10/28,阪本,PT-SS400-Φ12X1000,SS400-Φ12X1000,1,680,2024/11/5,済,3412,まや鋼業,680,,2024/10/28,E8374974,2024/11/11,"PM-5100603, 5100605","KD91-00105AA, BA",,,
756,10/28,阪本,PT-FC250-17X76X390,FC250-17X76X390 6F,11,"7,110",2024/11/5,済,3076,藤巻鋼材大阪株式会社,"78,210",,2024/10/28,E8374975,2024/11/13,12/6次～4月計画 E2.4R,5181-642AA,,,
757,10/31,阪本,PT-SS400-10X60X60,SS400-10X60X60 6F,1,668,2024/11/6,済,3083,双葉電子工業株式会社,668,,2024/11/5,E8389077,2024/11/15,(株)ハマダ支給分,KS91-05901AA,,,
758,10/31,阪本,PT-SS400-10X12X22.5,SS400-10X12X22.5 6F,1,659,2024/11/6,済,3083,双葉電子工業株式会社,659,,2024/11/5,E8389078,2024/11/15,(株)ハマダ支給分,KS91-05902AA,,,
759,10/31,阪本,PT-SS400-10X20X22.5,SS400-10X20X22.5 6F,1,673,2024/11/6,済,3083,双葉電子工業株式会社,673,,2024/11/5,E8389079,2024/11/15,(株)ハマダ支給分,KS91-05903AA,,,
760,11/11,阪本,PT-FC250-17X76X390,FC250-17X76X390 6F,2,"7,110",2024/11/15,済,3076,藤巻鋼材大阪株式会社,"14,220",,2024/11/11,E8401284,2024/11/25,12/6次～4月計画 E2.4R,5181-642AA,,,加工失敗したため
